CustomerID,Age,Gender,Budget_Level,Recency,Frequency,Monetary,Avg_Items,Unique_Products,Preferred_Category,Second_Category,Preferred_Style,Influence_Source,Shopping_Intent,Preferred_Device,Purchase_Time,Wishlist_Count,Add_to_Cart_Count,Page_Views,Simulated_Cluster
203,21,male,medium,9,5,516245,2.5,8,beauty,serbaguna,kawaii,Instagram,planned,desktop,night,4,1,92,Trend_Seeker
204,17,male,medium,13,4,756791,2.4,7,dekor,gadget,kawaii,TikTok,planned,desktop,morning,13,17,114,Trend_Seeker
205,24,male,medium,6,4,538590,2.9,7,fashion,gadget,kawaii,TikTok,planned,mobile,afternoon,0,5,140,Trend_Seeker
206,24,male,medium,8,4,314053,2.4,6,dekor,gadget,kawaii,YouTube,impulsive,mobile,morning,13,14,84,Trend_Seeker
207,27,female,medium,1,5,770635,3.7,4,dekor,serbaguna,kawaii,TikTok,planned,mobile,afternoon,0,1,37,Trend_Seeker
208,21,female,high,1,1,1298792,3.5,3,serbaguna,fashion,minimalis,TikTok,planned,desktop,afternoon,6,1,107,Gadget_Enthusiast
209,22,male,high,18,2,1153753,3.5,3,serbaguna,dekor,sporty,Instagram,planned,desktop,night,11,16,108,Gadget_Enthusiast
210,24,female,medium,6,2,545141,3.8,9,beauty,fashion,kawaii,Instagram,impulsive,desktop,night,1,11,12,Trend_Seeker
211,26,female,medium,12,3,514359,4.4,8,fashion,beauty,kawaii,Instagram,planned,mobile,afternoon,14,6,88,Trend_Seeker
212,18,male,medium,6,5,248511,4.5,4,beauty,gadget,aesthetic,Friends,planned,mobile,morning,14,8,110,Trend_Seeker
213,27,female,low,18,1,86877,1.1,3,serbaguna,beauty,sporty,Instagram,impulsive,desktop,night,12,12,126,Budget_Shopper
214,22,female,medium,4,3,301094,4.2,7,fashion,dekor,kawaii,YouTube,planned,desktop,morning,4,18,48,Trend_Seeker
215,26,female,medium,3,3,618933,2.7,3,beauty,serbaguna,aesthetic,TikTok,impulsive,desktop,afternoon,2,9,39,Trend_Seeker
216,16,male,high,15,1,1887292,1.8,5,gadget,dekor,minimalis,Instagram,needs-based,mobile,morning,13,19,41,Gadget_Enthusiast
217,24,female,high,18,2,1395843,3.6,5,gadget,serbaguna,minimalis,Friends,planned,mobile,afternoon,3,1,70,Gadget_Enthusiast
218,18,male,high,4,2,689102,2.3,3,gadget,beauty,sporty,Instagram,needs-based,desktop,night,2,11,135,Gadget_Enthusiast
219,29,male,medium,1,4,410116,2.4,6,dekor,serbaguna,kawaii,YouTube,planned,desktop,night,6,9,18,Trend_Seeker
220,24,male,high,5,2,1274829,3.6,2,serbaguna,gadget,sporty,YouTube,planned,mobile,afternoon,13,14,18,Gadget_Enthusiast
221,16,female,medium,4,2,447190,3.8,8,dekor,serbaguna,streetwear,YouTube,planned,desktop,afternoon,10,1,9,Trend_Seeker
222,28,female,low,8,1,289614,2.2,4,fashion,gadget,sporty,YouTube,impulsive,mobile,afternoon,6,14,35,Budget_Shopper
223,25,female,high,3,2,1304586,2.3,5,gadget,dekor,sporty,Instagram,needs-based,mobile,night,12,9,80,Gadget_Enthusiast
224,27,male,medium,1,2,261453,3.3,5,dekor,fashion,aesthetic,Instagram,planned,mobile,morning,0,19,32,Trend_Seeker
225,20,male,high,5,3,616184,2.1,5,gadget,dekor,minimalis,YouTube,planned,desktop,morning,0,16,124,Gadget_Enthusiast
226,28,female,high,15,3,426155,2.7,4,gadget,dekor,minimalis,Friends,planned,mobile,afternoon,3,17,82,Gadget_Enthusiast
227,21,male,medium,13,3,503299,3.9,5,beauty,gadget,aesthetic,TikTok,impulsive,mobile,afternoon,4,4,16,Trend_Seeker
228,26,male,low,21,2,169273,2.0,3,serbaguna,gadget,sporty,TikTok,impulsive,mobile,afternoon,13,1,54,Budget_Shopper
229,27,female,high,15,3,1441592,2.6,4,gadget,dekor,sporty,Instagram,needs-based,desktop,afternoon,5,19,132,Gadget_Enthusiast
230,27,female,low,20,1,154061,2.4,2,serbaguna,gadget,sporty,Instagram,impulsive,mobile,night,6,7,89,Budget_Shopper
231,20,male,medium,8,4,797296,2.5,8,beauty,dekor,aesthetic,Friends,impulsive,desktop,morning,14,14,38,Trend_Seeker
232,29,male,medium,7,4,198320,4.8,4,dekor,serbaguna,streetwear,YouTube,impulsive,mobile,morning,1,17,149,Trend_Seeker
233,23,female,medium,8,5,436233,4.3,5,beauty,serbaguna,streetwear,YouTube,planned,mobile,afternoon,8,13,37,Trend_Seeker
234,20,male,high,16,3,501376,3.5,5,serbaguna,dekor,minimalis,YouTube,planned,mobile,afternoon,8,1,67,Gadget_Enthusiast
235,24,female,high,9,1,929992,4.0,2,serbaguna,beauty,minimalis,Instagram,needs-based,mobile,afternoon,4,12,72,Gadget_Enthusiast
236,21,female,low,14,2,164044,2.9,3,gadget,beauty,sporty,Instagram,impulsive,mobile,night,1,17,145,Budget_Shopper
237,21,male,medium,13,4,395014,4.5,8,dekor,fashion,aesthetic,TikTok,planned,mobile,night,6,14,69,Trend_Seeker
238,27,female,high,7,2,1476299,2.7,4,gadget,fashion,minimalis,Instagram,needs-based,desktop,morning,12,0,53,Gadget_Enthusiast
239,26,male,high,3,1,1588575,1.7,3,serbaguna,dekor,minimalis,Friends,needs-based,mobile,night,2,7,114,Gadget_Enthusiast
240,25,female,medium,14,3,603449,3.5,7,dekor,gadget,kawaii,TikTok,impulsive,mobile,night,7,15,121,Trend_Seeker
241,20,male,low,25,2,245804,1.8,2,serbaguna,fashion,sporty,TikTok,impulsive,desktop,morning,14,11,19,Budget_Shopper
242,27,female,medium,7,5,485914,4.4,4,beauty,serbaguna,streetwear,Friends,impulsive,desktop,afternoon,10,10,25,Trend_Seeker
243,26,female,medium,12,2,209182,4.9,6,fashion,beauty,aesthetic,Instagram,impulsive,desktop,night,2,14,72,Trend_Seeker
244,28,male,low,22,1,259684,1.4,2,fashion,serbaguna,minimalis,Friends,impulsive,desktop,night,3,15,121,Budget_Shopper
245,19,female,medium,3,5,353502,3.7,4,fashion,gadget,streetwear,YouTube,planned,mobile,night,13,17,6,Trend_Seeker
246,26,male,low,4,1,226048,2.6,2,serbaguna,beauty,sporty,TikTok,impulsive,mobile,night,6,11,78,Budget_Shopper
247,25,male,low,7,1,210806,1.6,1,gadget,dekor,minimalis,Friends,impulsive,mobile,night,12,9,40,Budget_Shopper
248,27,male,low,22,2,169891,2.6,1,serbaguna,gadget,minimalis,YouTube,impulsive,mobile,afternoon,7,12,110,Budget_Shopper
249,21,female,low,23,1,257738,2.3,1,fashion,serbaguna,minimalis,TikTok,impulsive,mobile,night,11,8,30,Budget_Shopper
250,28,female,high,10,3,961672,1.5,2,serbaguna,dekor,sporty,YouTube,planned,desktop,afternoon,9,7,53,Gadget_Enthusiast
251,18,female,low,5,1,282601,1.6,4,gadget,beauty,sporty,Instagram,impulsive,desktop,night,3,6,93,Budget_Shopper
252,17,female,low,4,1,115681,1.3,3,gadget,beauty,minimalis,Friends,impulsive,mobile,afternoon,4,14,53,Budget_Shopper
253,16,female,low,2,2,296242,1.9,1,gadget,fashion,minimalis,Instagram,impulsive,mobile,afternoon,5,15,41,Budget_Shopper
254,25,male,medium,12,4,690302,2.6,5,dekor,beauty,aesthetic,Instagram,impulsive,desktop,morning,8,13,81,Trend_Seeker
255,22,male,medium,9,3,601000,5.0,5,beauty,fashion,streetwear,Friends,impulsive,mobile,night,4,17,71,Trend_Seeker
256,22,female,high,7,2,1835177,3.2,4,gadget,serbaguna,sporty,Friends,planned,desktop,night,7,13,23,Gadget_Enthusiast
257,28,female,high,6,2,1224899,2.7,4,serbaguna,dekor,sporty,Friends,needs-based,mobile,night,13,3,101,Gadget_Enthusiast
258,21,female,medium,9,4,354451,3.0,5,beauty,dekor,streetwear,TikTok,planned,mobile,night,8,6,17,Trend_Seeker
259,26,female,low,2,2,122240,2.3,4,serbaguna,beauty,sporty,Instagram,impulsive,desktop,morning,4,7,54,Budget_Shopper
260,17,female,medium,10,2,649499,3.0,8,dekor,gadget,streetwear,Friends,planned,desktop,afternoon,6,11,6,Trend_Seeker
261,19,male,low,3,1,175541,2.5,2,fashion,dekor,sporty,Instagram,impulsive,mobile,night,7,11,40,Budget_Shopper
262,22,female,low,29,1,294164,2.4,1,serbaguna,beauty,minimalis,Instagram,impulsive,mobile,night,9,15,16,Budget_Shopper
263,29,female,low,12,2,210400,3.0,3,serbaguna,fashion,minimalis,Friends,impulsive,desktop,morning,12,18,108,Budget_Shopper
264,16,male,low,20,1,79301,2.9,4,fashion,serbaguna,sporty,YouTube,impulsive,mobile,night,8,19,36,Budget_Shopper
265,17,male,high,16,1,1568544,2.5,5,serbaguna,beauty,minimalis,Instagram,planned,mobile,night,12,13,40,Gadget_Enthusiast
266,17,female,high,13,2,1716502,2.1,2,serbaguna,fashion,sporty,YouTube,needs-based,desktop,afternoon,10,8,79,Gadget_Enthusiast
267,18,male,high,4,2,789954,3.6,3,gadget,fashion,minimalis,TikTok,needs-based,desktop,afternoon,5,10,147,Gadget_Enthusiast
268,25,male,medium,10,5,607828,3.5,3,dekor,beauty,kawaii,TikTok,impulsive,desktop,afternoon,5,17,39,Trend_Seeker
269,22,male,high,14,2,591703,3.4,5,serbaguna,beauty,minimalis,Friends,planned,desktop,morning,3,13,77,Gadget_Enthusiast
270,18,male,low,3,1,128222,1.3,2,fashion,serbaguna,sporty,TikTok,impulsive,mobile,night,1,13,24,Budget_Shopper
271,28,female,low,10,2,236321,2.6,1,fashion,gadget,sporty,Instagram,impulsive,desktop,night,5,0,99,Budget_Shopper
272,28,male,high,14,1,1454477,3.7,3,serbaguna,gadget,sporty,TikTok,planned,mobile,afternoon,3,2,138,Gadget_Enthusiast
273,17,female,low,21,1,100200,1.2,1,serbaguna,fashion,sporty,YouTube,impulsive,desktop,afternoon,3,14,72,Budget_Shopper
274,27,male,low,12,2,90108,2.9,4,gadget,dekor,sporty,TikTok,impulsive,desktop,morning,12,13,24,Budget_Shopper
275,29,male,high,6,1,651537,1.0,4,gadget,dekor,minimalis,Instagram,needs-based,desktop,afternoon,1,18,35,Gadget_Enthusiast
276,17,female,medium,3,2,452066,2.6,3,fashion,dekor,streetwear,YouTube,impulsive,desktop,morning,13,10,60,Trend_Seeker
277,20,female,low,23,1,276766,1.5,3,serbaguna,dekor,minimalis,TikTok,impulsive,mobile,morning,8,13,119,Budget_Shopper
278,22,female,medium,12,5,287478,3.9,6,dekor,fashion,streetwear,YouTube,planned,desktop,afternoon,7,16,105,Trend_Seeker
279,27,female,low,20,2,247990,1.3,4,fashion,gadget,minimalis,Instagram,impulsive,desktop,afternoon,5,6,67,Budget_Shopper
280,22,male,medium,14,5,585684,4.0,5,beauty,dekor,streetwear,YouTube,impulsive,desktop,afternoon,10,13,90,Trend_Seeker
281,21,male,medium,2,4,343021,2.4,7,fashion,dekor,kawaii,Instagram,planned,desktop,morning,5,14,142,Trend_Seeker
282,28,female,low,24,2,74022,2.1,1,gadget,dekor,minimalis,YouTube,impulsive,desktop,afternoon,4,17,86,Budget_Shopper
283,27,female,medium,4,5,596636,3.1,3,dekor,gadget,aesthetic,Instagram,impulsive,desktop,afternoon,10,19,121,Trend_Seeker
284,27,female,low,4,2,139881,2.7,4,gadget,beauty,sporty,YouTube,impulsive,desktop,afternoon,1,7,46,Budget_Shopper
285,23,male,medium,13,3,598532,2.4,3,beauty,fashion,streetwear,Friends,impulsive,mobile,afternoon,8,8,133,Trend_Seeker
286,25,female,medium,13,5,345713,2.8,4,dekor,beauty,streetwear,YouTube,planned,mobile,afternoon,11,7,25,Trend_Seeker
287,16,male,high,8,2,1838454,3.7,5,gadget,dekor,sporty,Friends,needs-based,desktop,night,14,16,91,Gadget_Enthusiast
288,16,male,high,19,1,1867223,1.3,5,serbaguna,fashion,minimalis,Instagram,needs-based,desktop,morning,6,4,12,Gadget_Enthusiast
289,23,female,high,11,1,1125836,3.0,4,gadget,fashion,sporty,TikTok,needs-based,mobile,afternoon,2,16,137,Gadget_Enthusiast
290,19,female,low,8,1,197603,1.7,2,fashion,dekor,minimalis,Friends,impulsive,mobile,afternoon,10,19,147,Budget_Shopper
291,25,female,low,19,1,284706,1.4,3,gadget,fashion,minimalis,TikTok,impulsive,mobile,afternoon,4,4,98,Budget_Shopper
292,16,female,medium,10,5,619511,2.1,6,beauty,serbaguna,kawaii,Friends,impulsive,mobile,afternoon,14,7,108,Trend_Seeker
293,16,female,high,2,1,1052184,3.0,4,serbaguna,fashion,sporty,TikTok,planned,mobile,afternoon,3,3,82,Gadget_Enthusiast
294,27,male,high,18,1,1901352,2.0,5,gadget,beauty,minimalis,YouTube,planned,desktop,afternoon,10,7,6,Gadget_Enthusiast
295,27,female,low,21,1,109765,2.8,4,gadget,dekor,minimalis,TikTok,impulsive,mobile,afternoon,1,10,14,Budget_Shopper
296,29,male,high,9,2,1900071,2.1,4,serbaguna,beauty,sporty,YouTube,planned,mobile,night,11,17,26,Gadget_Enthusiast
297,18,female,low,20,2,258883,1.2,4,fashion,gadget,minimalis,Friends,impulsive,mobile,afternoon,13,16,124,Budget_Shopper
298,17,female,high,7,3,1378836,3.5,2,serbaguna,fashion,sporty,YouTube,needs-based,desktop,afternoon,4,12,130,Gadget_Enthusiast
299,27,male,high,8,2,1266183,2.7,4,gadget,serbaguna,sporty,TikTok,planned,mobile,afternoon,10,10,93,Gadget_Enthusiast
300,28,female,low,29,2,93541,2.5,2,serbaguna,dekor,sporty,Instagram,impulsive,desktop,afternoon,4,14,31,Budget_Shopper
301,27,female,low,15,1,229761,2.0,4,gadget,serbaguna,minimalis,Instagram,impulsive,mobile,afternoon,12,10,101,Budget_Shopper
302,29,male,medium,6,4,406695,3.7,7,dekor,serbaguna,streetwear,Instagram,planned,mobile,afternoon,6,11,115,Trend_Seeker
303,23,female,high,15,1,1195928,1.5,3,serbaguna,dekor,sporty,Friends,needs-based,mobile,morning,0,11,9,Gadget_Enthusiast
304,25,male,high,4,1,842882,1.3,5,gadget,serbaguna,minimalis,Instagram,needs-based,desktop,morning,1,10,14,Gadget_Enthusiast
305,24,male,medium,11,4,230102,4.1,7,dekor,fashion,aesthetic,YouTube,planned,desktop,night,3,3,90,Trend_Seeker
306,29,female,low,26,2,158777,1.1,1,fashion,beauty,sporty,Instagram,impulsive,desktop,morning,13,1,125,Budget_Shopper
307,23,female,medium,3,5,267322,4.5,8,beauty,fashion,kawaii,Instagram,impulsive,mobile,night,2,4,136,Trend_Seeker
308,21,male,high,4,1,923886,3.2,5,serbaguna,beauty,sporty,Instagram,planned,mobile,night,2,4,58,Gadget_Enthusiast
309,19,female,medium,5,4,414167,2.1,8,dekor,gadget,kawaii,YouTube,impulsive,desktop,night,11,12,24,Trend_Seeker
310,23,male,high,4,3,1738486,2.5,4,gadget,serbaguna,minimalis,Instagram,needs-based,mobile,morning,4,15,59,Gadget_Enthusiast
311,29,female,low,24,2,56643,2.2,2,fashion,dekor,sporty,Instagram,impulsive,desktop,night,1,18,64,Budget_Shopper
312,27,male,medium,14,2,521602,2.4,7,beauty,dekor,kawaii,YouTube,impulsive,desktop,afternoon,13,5,121,Trend_Seeker
313,29,male,medium,3,5,325006,3.3,6,beauty,dekor,aesthetic,YouTube,impulsive,mobile,night,6,16,67,Trend_Seeker
314,24,female,medium,12,4,331360,4.2,5,fashion,serbaguna,kawaii,YouTube,impulsive,desktop,afternoon,11,12,149,Trend_Seeker
315,27,male,high,15,3,1887045,2.2,3,gadget,fashion,sporty,TikTok,needs-based,desktop,morning,10,6,141,Gadget_Enthusiast
316,25,male,low,5,2,292265,1.4,1,serbaguna,dekor,sporty,Instagram,impulsive,mobile,night,1,2,111,Budget_Shopper
317,16,female,medium,14,3,243808,3.8,8,fashion,serbaguna,kawaii,TikTok,impulsive,desktop,night,10,12,55,Trend_Seeker
318,18,female,high,10,3,1471860,3.6,3,gadget,beauty,minimalis,Friends,needs-based,mobile,night,4,4,53,Gadget_Enthusiast
319,19,male,low,5,2,294809,2.4,2,serbaguna,beauty,minimalis,Instagram,impulsive,desktop,morning,13,6,43,Budget_Shopper
320,21,female,low,1,1,55105,2.6,4,fashion,gadget,sporty,Friends,impulsive,mobile,morning,8,13,64,Budget_Shopper
321,19,male,medium,9,5,157531,4.3,3,fashion,serbaguna,aesthetic,YouTube,impulsive,desktop,morning,4,11,110,Trend_Seeker
322,21,male,medium,7,4,515446,4.7,4,fashion,beauty,aesthetic,Instagram,impulsive,desktop,afternoon,14,9,74,Trend_Seeker
323,17,female,high,4,1,966088,1.1,5,gadget,beauty,minimalis,TikTok,needs-based,mobile,morning,9,10,25,Gadget_Enthusiast
324,17,female,low,1,2,97299,2.5,2,fashion,serbaguna,sporty,Instagram,impulsive,mobile,afternoon,7,10,147,Budget_Shopper
325,29,male,high,10,3,1687087,3.5,5,gadget,serbaguna,minimalis,Instagram,needs-based,mobile,night,8,4,62,Gadget_Enthusiast
326,20,male,medium,5,3,401924,4.0,4,beauty,dekor,aesthetic,Friends,impulsive,mobile,morning,7,16,119,Trend_Seeker
327,16,male,medium,12,2,500040,3.0,3,dekor,gadget,aesthetic,YouTube,impulsive,mobile,afternoon,1,3,131,Trend_Seeker
328,28,female,high,1,2,529350,2.6,2,serbaguna,fashion,sporty,TikTok,planned,mobile,morning,1,10,90,Gadget_Enthusiast
329,17,female,medium,2,2,195232,2.2,8,fashion,serbaguna,streetwear,Friends,impulsive,desktop,night,0,9,89,Trend_Seeker
330,25,female,medium,6,3,538612,4.5,4,fashion,beauty,aesthetic,YouTube,impulsive,mobile,night,1,15,116,Trend_Seeker
331,23,male,low,7,1,128258,2.1,4,serbaguna,gadget,sporty,Friends,impulsive,mobile,morning,5,9,103,Budget_Shopper
332,20,female,low,17,1,117263,1.4,3,serbaguna,fashion,sporty,YouTube,impulsive,mobile,morning,3,3,114,Budget_Shopper
333,21,male,low,15,2,128707,1.4,1,fashion,dekor,minimalis,YouTube,impulsive,desktop,morning,3,13,129,Budget_Shopper
334,17,male,medium,10,5,439768,4.3,3,fashion,beauty,aesthetic,YouTube,planned,desktop,afternoon,8,2,48,Trend_Seeker
335,22,female,high,3,2,947936,1.3,5,gadget,dekor,sporty,YouTube,planned,mobile,afternoon,8,17,55,Gadget_Enthusiast
336,24,female,high,8,2,1674634,1.9,5,gadget,fashion,sporty,TikTok,planned,mobile,night,3,4,89,Gadget_Enthusiast
337,29,male,high,9,3,1849031,2.2,5,gadget,fashion,minimalis,Friends,planned,desktop,afternoon,7,17,46,Gadget_Enthusiast
338,18,male,low,6,2,188043,2.6,3,serbaguna,gadget,minimalis,Instagram,impulsive,desktop,night,12,2,31,Budget_Shopper
339,16,male,medium,8,4,360545,3.5,6,beauty,fashion,streetwear,Instagram,planned,mobile,night,6,7,105,Trend_Seeker
340,29,female,low,16,2,179951,1.3,4,gadget,serbaguna,minimalis,YouTube,impulsive,mobile,night,5,13,23,Budget_Shopper
341,16,female,medium,12,2,545807,4.2,9,fashion,serbaguna,kawaii,Instagram,impulsive,desktop,afternoon,14,12,123,Trend_Seeker
342,21,male,high,13,1,1961588,2.0,5,serbaguna,fashion,minimalis,Friends,planned,mobile,morning,9,4,29,Gadget_Enthusiast
343,25,male,high,4,1,1504002,3.2,3,serbaguna,dekor,minimalis,YouTube,needs-based,mobile,morning,13,4,13,Gadget_Enthusiast
344,27,male,high,18,2,1327091,1.3,5,gadget,beauty,sporty,YouTube,needs-based,mobile,morning,8,10,112,Gadget_Enthusiast
345,18,female,low,21,1,207547,1.5,2,fashion,beauty,sporty,TikTok,impulsive,mobile,night,11,15,25,Budget_Shopper
346,18,female,medium,10,5,795275,2.3,7,fashion,gadget,aesthetic,Instagram,impulsive,desktop,afternoon,3,1,45,Trend_Seeker
347,16,female,medium,11,3,572225,4.0,8,beauty,dekor,aesthetic,YouTube,planned,mobile,morning,4,11,143,Trend_Seeker
348,28,male,low,27,1,257709,2.3,4,serbaguna,beauty,minimalis,Friends,impulsive,desktop,afternoon,1,1,51,Budget_Shopper
349,23,male,medium,9,3,479638,4.0,3,fashion,dekor,aesthetic,YouTube,planned,desktop,afternoon,6,2,8,Trend_Seeker
350,20,male,low,15,1,279817,1.6,3,serbaguna,beauty,minimalis,YouTube,impulsive,mobile,morning,2,13,146,Budget_Shopper
351,28,male,high,7,1,1634915,3.4,5,gadget,serbaguna,sporty,YouTube,needs-based,mobile,morning,14,17,119,Gadget_Enthusiast
352,23,male,medium,7,4,485098,2.5,4,beauty,dekor,aesthetic,TikTok,impulsive,mobile,morning,13,5,146,Trend_Seeker
353,29,male,low,8,1,52659,1.3,3,serbaguna,dekor,minimalis,YouTube,impulsive,mobile,night,14,13,88,Budget_Shopper
354,24,male,high,6,2,539544,1.8,5,serbaguna,beauty,minimalis,Friends,planned,mobile,morning,2,13,135,Gadget_Enthusiast
355,22,male,medium,9,4,389017,4.5,7,fashion,gadget,streetwear,Friends,planned,desktop,afternoon,13,8,128,Trend_Seeker
356,29,female,low,28,1,260294,2.3,4,gadget,beauty,sporty,Instagram,impulsive,desktop,afternoon,7,5,65,Budget_Shopper
357,23,female,medium,14,2,574871,2.1,3,fashion,dekor,streetwear,Friends,impulsive,desktop,morning,3,13,57,Trend_Seeker
358,19,female,low,27,1,297522,2.5,1,gadget,beauty,sporty,Instagram,impulsive,mobile,afternoon,10,3,12,Budget_Shopper
359,22,female,high,14,1,1725569,2.0,5,serbaguna,gadget,sporty,Friends,needs-based,desktop,morning,12,16,16,Gadget_Enthusiast
360,20,female,low,14,1,235378,2.7,3,gadget,fashion,minimalis,Friends,impulsive,desktop,night,4,15,24,Budget_Shopper
361,24,male,low,12,1,94900,1.2,1,serbaguna,gadget,minimalis,TikTok,impulsive,mobile,night,12,8,72,Budget_Shopper
362,23,male,medium,2,2,765458,4.6,3,beauty,serbaguna,streetwear,YouTube,impulsive,mobile,night,12,14,80,Trend_Seeker
363,25,female,high,15,2,537653,1.4,4,serbaguna,gadget,minimalis,Instagram,planned,desktop,morning,3,7,25,Gadget_Enthusiast
364,19,male,low,20,2,139906,2.6,3,serbaguna,dekor,minimalis,TikTok,impulsive,desktop,night,6,6,96,Budget_Shopper
365,21,female,low,22,2,212331,2.6,3,serbaguna,fashion,sporty,TikTok,impulsive,mobile,night,11,1,95,Budget_Shopper
366,16,male,high,6,2,1752790,3.7,3,gadget,serbaguna,minimalis,Friends,needs-based,mobile,afternoon,12,11,10,Gadget_Enthusiast
367,28,female,medium,12,4,714871,3.4,3,beauty,dekor,streetwear,YouTube,impulsive,mobile,night,12,16,103,Trend_Seeker
368,23,female,high,3,2,1675303,2.3,5,serbaguna,gadget,minimalis,YouTube,planned,mobile,morning,0,12,53,Gadget_Enthusiast
369,16,male,high,8,1,1859501,1.1,5,gadget,serbaguna,sporty,Instagram,planned,mobile,afternoon,9,6,89,Gadget_Enthusiast
370,24,female,low,10,1,53828,1.6,2,gadget,serbaguna,minimalis,Instagram,impulsive,mobile,night,8,4,53,Budget_Shopper
371,24,female,high,19,1,1977512,3.6,4,serbaguna,beauty,sporty,Instagram,planned,mobile,afternoon,6,12,15,Gadget_Enthusiast
372,16,male,medium,13,4,755842,4.8,7,fashion,dekor,aesthetic,Friends,impulsive,desktop,morning,7,11,23,Trend_Seeker
373,27,female,medium,8,5,718651,4.0,7,beauty,fashion,kawaii,Friends,planned,mobile,morning,12,15,49,Trend_Seeker
374,28,male,medium,11,2,580599,2.0,8,fashion,serbaguna,streetwear,YouTube,planned,mobile,morning,14,16,88,Trend_Seeker
375,19,male,medium,2,3,435521,4.0,3,fashion,beauty,kawaii,YouTube,impulsive,desktop,night,1,4,88,Trend_Seeker
376,24,male,low,12,1,276416,1.2,3,gadget,fashion,minimalis,TikTok,impulsive,desktop,morning,6,1,33,Budget_Shopper
377,25,female,low,2,2,136120,2.8,1,gadget,beauty,sporty,TikTok,impulsive,mobile,afternoon,13,17,55,Budget_Shopper
378,21,female,high,7,1,1263349,3.6,5,serbaguna,fashion,minimalis,Friends,planned,mobile,afternoon,10,1,97,Gadget_Enthusiast
379,16,male,high,16,3,561445,4.0,3,serbaguna,beauty,minimalis,Instagram,planned,desktop,morning,8,11,69,Gadget_Enthusiast
380,16,female,medium,10,4,370972,4.7,8,fashion,dekor,kawaii,YouTube,planned,mobile,night,14,5,32,Trend_Seeker
381,28,female,high,11,2,1196948,2.3,4,serbaguna,gadget,minimalis,Instagram,needs-based,desktop,morning,6,8,126,Gadget_Enthusiast
382,27,male,medium,2,5,710315,3.2,5,beauty,serbaguna,kawaii,TikTok,planned,mobile,night,11,14,45,Trend_Seeker
383,25,female,high,8,3,1779390,3.7,5,gadget,beauty,minimalis,TikTok,needs-based,desktop,night,10,3,128,Gadget_Enthusiast
384,19,male,medium,8,3,326806,2.5,9,dekor,serbaguna,aesthetic,YouTube,planned,mobile,afternoon,4,0,51,Trend_Seeker
385,18,female,high,10,3,1099539,2.9,5,gadget,beauty,minimalis,Instagram,planned,mobile,morning,10,14,130,Gadget_Enthusiast
386,23,female,low,17,1,228570,2.4,1,serbaguna,beauty,sporty,Instagram,impulsive,desktop,afternoon,1,15,120,Budget_Shopper
387,28,female,high,1,2,1015863,1.3,2,gadget,serbaguna,minimalis,YouTube,needs-based,desktop,morning,1,4,124,Gadget_Enthusiast
388,26,male,high,11,3,760890,1.4,3,serbaguna,beauty,minimalis,TikTok,needs-based,mobile,night,13,10,55,Gadget_Enthusiast
389,29,female,low,27,2,207489,1.3,1,gadget,dekor,sporty,Friends,impulsive,desktop,morning,9,4,126,Budget_Shopper
390,22,female,low,10,1,265164,1.7,3,gadget,fashion,sporty,Friends,impulsive,desktop,night,5,3,22,Budget_Shopper
391,29,female,low,17,1,252747,1.2,3,serbaguna,fashion,sporty,YouTube,impulsive,desktop,afternoon,3,16,113,Budget_Shopper
392,24,male,medium,6,5,317647,3.6,7,beauty,gadget,aesthetic,YouTube,impulsive,desktop,afternoon,0,12,113,Trend_Seeker
393,17,male,medium,7,4,498980,3.3,4,dekor,serbaguna,kawaii,Instagram,impulsive,desktop,night,12,18,89,Trend_Seeker
394,19,male,medium,5,5,756590,4.9,9,dekor,fashion,kawaii,YouTube,impulsive,desktop,morning,2,0,96,Trend_Seeker
395,26,male,high,3,1,556951,1.5,3,gadget,fashion,minimalis,Instagram,planned,mobile,afternoon,3,18,21,Gadget_Enthusiast
396,23,female,low,18,2,135090,2.2,1,gadget,dekor,minimalis,Friends,impulsive,mobile,night,9,18,89,Budget_Shopper
397,21,female,low,5,2,200023,2.0,4,serbaguna,beauty,sporty,Friends,impulsive,desktop,afternoon,2,1,15,Budget_Shopper
398,21,male,low,15,1,76421,2.7,1,gadget,dekor,minimalis,TikTok,impulsive,mobile,night,10,6,9,Budget_Shopper
399,27,female,low,20,2,141088,1.9,2,serbaguna,dekor,minimalis,TikTok,impulsive,mobile,afternoon,5,16,119,Budget_Shopper
400,21,male,low,16,2,175074,1.2,4,fashion,serbaguna,minimalis,YouTube,impulsive,desktop,afternoon,14,3,106,Budget_Shopper
401,26,male,medium,8,3,571280,3.3,5,beauty,dekor,kawaii,YouTube,planned,desktop,night,8,18,86,Trend_Seeker
402,22,female,low,15,1,202155,2.5,4,serbaguna,fashion,sporty,Friends,impulsive,mobile,afternoon,12,2,52,Budget_Shopper
403,16,female,medium,8,2,275438,4.6,3,dekor,gadget,kawaii,Instagram,planned,mobile,night,0,0,100,Trend_Seeker
404,28,male,low,6,1,161431,1.5,1,serbaguna,fashion,sporty,Friends,impulsive,desktop,afternoon,14,13,35,Budget_Shopper
405,21,male,medium,2,5,764390,3.4,7,beauty,serbaguna,kawaii,Instagram,impulsive,desktop,night,10,2,58,Trend_Seeker
406,17,male,medium,14,3,693625,3.9,6,dekor,gadget,kawaii,TikTok,impulsive,desktop,morning,8,2,34,Trend_Seeker
